year,week,is_blocking,closest_center_label,time
2022,43,0,,2022-10-22
2022,44,0,,2022-10-29
2022,45,0,,2022-11-05
2022,46,0,,2022-11-12
2022,47,0,,2022-11-19
2022,48,0,,2022-11-26
2022,49,0,,2022-12-03
2022,50,0,,2022-12-10
2022,51,0,,2022-12-17
2022,52,0,,2022-12-24
2023,1,0,,2023-01-01
2023,2,0,,2023-01-08
2023,3,0,,2023-01-15
2023,4,0,,2023-01-22
2023,5,0,,2023-01-29
2023,6,0,,2023-02-05
2023,7,0,,2023-02-12
2023,8,0,,2023-02-19
2023,9,0,,2023-02-26
2023,10,0,,2023-03-05
2023,11,0,,2023-03-12
2023,12,0,,2023-03-19
2023,13,0,,2023-03-26
2023,14,0,,2023-04-02
2023,15,0,,2023-04-09
2023,16,0,,2023-04-16
2023,17,0,,2023-04-23
2023,18,0,,2023-04-30
2023,19,0,,2023-05-07
2023,20,0,,2023-05-14
2023,21,0,,2023-05-21
2023,22,0,,2023-05-28
2023,23,0,,2023-06-04
2023,24,0,,2023-06-11
2023,25,0,,2023-06-18
2023,26,0,,2023-06-25
2023,27,0,,2023-07-02
2023,28,0,,2023-07-09
2023,29,0,,2023-07-16
2023,30,0,,2023-07-23
2023,31,0,,2023-07-30
2023,32,1,N,2023-08-06
2023,33,1,W,2023-08-13
2023,34,0,,2023-08-20
2023,35,1,E,2023-08-27
2023,36,1,N,2023-09-03
2023,37,1,N,2023-09-10
2023,38,1,W,2023-09-17
2023,39,1,W,2023-09-24
2023,40,0,,2023-10-01
2023,41,0,,2023-10-08
2023,42,0,,2023-10-15
2023,43,0,,2023-10-22
2023,44,0,,2023-10-29
2023,45,0,,2023-11-05
2023,46,0,,2023-11-12
2023,47,0,,2023-11-19
2023,48,0,,2023-11-26
2023,49,0,,2023-12-03
2023,50,0,,2023-12-10
2023,51,0,,2023-12-17
2023,52,0,,2023-12-24
2024,1,0,,2024-01-01
2024,2,0,,2024-01-08
2024,3,0,,2024-01-15
2024,4,0,,2024-01-22
2024,5,0,,2024-01-29
2024,6,0,,2024-02-05
2024,7,0,,2024-02-12
2024,8,0,,2024-02-19
2024,9,0,,2024-02-26
2024,10,0,,2024-03-04
2024,11,0,,2024-03-11
2024,12,0,,2024-03-18
2024,13,0,,2024-03-25
2024,14,0,,2024-04-01
2024,15,0,,2024-04-08
2024,16,0,,2024-04-15
2024,17,0,,2024-04-22
2024,18,0,,2024-04-29
2024,19,0,,2024-05-06
2024,20,0,,2024-05-13
2024,21,0,,2024-05-20
2024,22,0,,2024-05-27
2024,23,0,,2024-06-03
2024,24,0,,2024-06-10
2024,25,0,,2024-06-17
2024,26,0,,2024-06-24
2024,27,0,,2024-07-01
2024,28,0,,2024-07-08
2024,29,0,,2024-07-15
2024,30,0,,2024-07-22
2024,31,0,,2024-07-29
2024,32,0,,2024-08-05
2024,33,0,,2024-08-12
2024,34,1,N,2024-08-19
2024,35,1,W,2024-08-26
2024,36,1,W,2024-09-02
2024,37,1,W,2024-09-09
2024,38,1,W,2024-09-16
2024,39,1,W,2024-09-23
2024,40,1,W,2024-09-30
2024,41,0,,2024-10-07
2024,42,1,N,2024-10-14
2024,43,1,N,2024-10-21
2024,44,1,E,2024-10-28
2024,45,0,,2024-11-04
2024,46,0,,2024-11-11
2024,47,0,,2024-11-18
2024,48,0,,2024-11-25
2024,49,0,,2024-12-02
2024,50,0,,2024-12-09
2024,51,0,,2024-12-16
2024,52,0,,2024-12-23
2025,1,0,,2025-01-01
2025,2,0,,2025-01-08
2025,3,0,,2025-01-15
2025,4,0,,2025-01-22
2025,5,0,,2025-01-29
2025,6,0,,2025-02-05
2025,7,0,,2025-02-12
2025,8,0,,2025-02-19
2025,9,0,,2025-02-26
2025,10,0,,2025-03-05
2025,11,0,,2025-03-12
2025,12,0,,2025-03-19
2025,13,0,,2025-03-26
2025,14,0,,2025-04-02
2025,15,0,,2025-04-09
2025,16,0,,2025-04-16
2025,17,0,,2025-04-23
2025,18,0,,2025-04-30
2025,19,0,,2025-05-07
2025,20,0,,2025-05-14
2025,21,0,,2025-05-21
2025,22,0,,2025-05-28
2025,23,0,,2025-06-04
2025,24,0,,2025-06-11
2025,25,0,,2025-06-18
2025,26,0,,2025-06-25
2025,27,0,,2025-07-02
2025,28,0,,2025-07-09
2025,29,0,,2025-07-16
2025,30,0,,2025-07-23
2025,31,0,,2025-07-30
2025,32,0,,2025-08-06
2025,33,1,N,2025-08-13
2025,34,1,N,2025-08-20
2025,35,0,,2025-08-27
2025,36,0,,2025-09-03
2025,37,0,,2025-09-10
2025,38,0,,2025-09-17
2025,39,1,E,2025-09-24
2025,40,0,,2025-10-01
2025,41,1,E,2025-10-08
2025,42,1,E,2025-10-15
2025,43,0,,2025-10-22
2025,44,0,,2025-10-29
2025,45,0,,2025-11-05
2025,46,0,,2025-11-12
2025,47,0,,2025-11-19
2025,48,0,,2025-11-26
2025,49,0,,2025-12-03
2025,50,0,,2025-12-10
2025,51,0,,2025-12-17
2025,52,0,,2025-12-24
